run_id,treat_none,treat_all,random,score,causal
564,45598,59739,47033,49996,49996
565,45473,59756,46902,49976,49976
566,45466,59713,46874,49826,49826
567,45602,59589,46947,49959,49959
568,45699,59880,47167,50001,50001
569,45714,59762,47093,50155,50155
570,45575,59670,46972,49921,49921
571,45731,59733,47075,50028,50028
572,45530,59825,46968,50034,50034
573,45721,59827,47100,50142,50142
574,45495,59820,46896,49942,49942
575,45738,59913,47126,50156,50156
576,45640,59750,47074,50034,50034
577,45911,60062,47404,50282,50282
578,45685,59974,47061,50108,50108
579,45683,59791,47001,50077,50077
580,45580,60014,47011,50142,50142
581,45921,60100,47362,50294,50294
582,45658,60034,47108,50072,50072
583,45787,59892,47196,50214,50214
584,45756,59996,47235,50125,50125
585,45707,59872,47081,50060,50060
586,45701,59953,47129,50096,50096
587,45672,59631,47009,50013,50013
588,45585,59852,47034,50023,50023
589,45622,59779,47036,50027,50027
590,45701,59816,47152,50095,50095
591,45809,59976,47266,50212,50212
592,45396,59714,46811,49838,49838
593,45684,59819,47079,50084,50084
594,45894,60122,47182,50368,50368
595,45716,60016,47193,50266,50266
596,45721,59656,47146,50072,50072
597,45971,60011,47365,50321,50321
598,45754,59821,47129,50194,50194
599,45597,59980,47009,50035,50035
600,45505,59690,46894,49901,49901
601,45633,59882,47067,50089,50089
602,45569,59834,46952,49953,49953
603,45728,59802,47080,50025,50025
604,45482,59732,46868,49924,49924
605,46096,60212,47510,50436,50436
606,45659,59894,47035,50105,50105
607,45495,59792,46919,49945,49945
608,45902,59976,47301,50271,50271
609,45905,60164,47373,50248,50248
610,45815,59661,47116,50203,50203
611,45676,59867,47146,50164,50164
612,45700,59868,47158,50111,50111
613,45750,59987,47205,50114,50114
614,45818,59760,47231,50248,50248
615,45857,60133,47336,50304,50304
616,45639,59734,47000,50024,50024
617,45632,59829,47022,50043,50043
618,45810,59953,47239,50218,50218
619,45488,59781,46885,49896,49896
620,45718,59950,47151,50147,50147
621,45698,59684,47109,50097,50097
622,45645,59800,47112,50057,50057
623,45468,59731,46875,49896,49896
624,45821,59682,47279,50154,50154
625,45842,59838,47169,50166,50166
626,45744,60056,47181,50220,50220
627,45546,59718,46944,49961,49961
628,45784,59934,47191,50110,50110
629,45782,59994,47188,50121,50121
630,45729,59810,47074,50075,50075
631,45504,59780,46961,49922,49922
632,45636,59841,47070,50015,50015
633,45623,59703,46984,50006,50006
634,45672,60069,47071,50050,50050
635,45636,59705,47052,50002,50002
636,45535,59745,46921,49977,49977
637,45237,59595,46642,49681,49681
638,45542,59840,46987,49897,49897
639,45749,59800,47136,50211,50211
640,45614,59799,47031,49977,49977
641,45658,59822,47100,50025,50025
642,45290,59517,46750,49750,49750
643,45720,59867,47130,50127,50127
644,46029,60063,47429,50327,50327
645,45650,59717,47039,50018,50018
646,45691,59869,47107,50026,50026
647,45882,59946,47354,50295,50295
648,45887,59927,47253,50200,50200
649,45709,59733,47098,50114,50114
650,45789,60066,47187,50200,50200
651,45616,59755,47033,49967,49967
652,45701,60089,47133,50225,50225
653,45800,59768,47214,50189,50189
654,45528,59698,46914,49837,49837
655,45654,59817,47033,49991,49991
656,45490,59685,46865,49897,49897
657,45607,59996,47039,50077,50077
658,45624,59811,47008,50055,50055
659,45878,60099,47317,50244,50244
660,45608,60078,47082,50063,50063
661,45756,59854,47141,50049,50049
662,45579,59829,46964,49968,49968
663,45599,59783,47002,49983,49983
664,45791,59865,47145,50233,50233
665,45782,59986,47273,50190,50190
666,45624,59791,47155,49979,49979
667,45417,59644,46842,49860,49860
668,45495,59709,46870,49874,49874
669,45834,59999,47292,50191,50191
670,45832,59897,47229,50203,50203
671,45963,60168,47435,50420,50420
672,45761,59929,47174,50131,50131
673,45601,59814,47004,49939,49939
674,45930,60153,47308,50347,50347
675,45625,59746,46995,49999,49999
