run_id,treat_none,treat_all,random,score,causal
155,45579,54530,46569,48200,49324
156,45477,54341,46337,48092,49177
157,45286,54377,46171,48022,49144
158,45663,54448,46556,48266,49348
159,45986,55018,46857,48562,49711
160,45725,54638,46620,48301,49492
161,45594,54502,46523,48202,49313
162,45662,54436,46596,48304,49344
163,45428,54351,46306,48065,49208
164,45751,54744,46691,48357,49454
165,45537,54510,46434,48145,49273
166,45559,54619,46383,48206,49306
167,45714,54630,46625,48326,49473
168,45688,54438,46593,48299,49326
169,45743,54677,46679,48397,49473
170,45605,54490,46509,48178,49361
171,45546,54396,46439,48260,49312
172,45980,54889,46811,48663,49754
173,45878,54654,46772,48471,49604
174,45618,54512,46524,48275,49367
175,45608,54659,46509,48258,49378
176,45670,54412,46522,48243,49370
177,45848,54704,46721,48511,49563
178,45623,54608,46510,48305,49383
179,45430,54396,46294,48091,49106
180,45547,54536,46415,48198,49268
181,45866,54756,46698,48502,49613
182,45699,54410,46528,48285,49441
183,45658,54501,46569,48254,49353
184,45746,54863,46641,48415,49533
185,45885,54813,46836,48574,49680
186,45880,54716,46701,48538,49638
187,45536,54464,46366,48138,49262
188,45580,54410,46483,48271,49381
189,45694,54523,46605,48291,49430
190,45796,54745,46683,48420,49509
191,45605,54749,46525,48269,49377
192,45648,54420,46505,48333,49371
193,46165,54962,47027,48836,49882
194,45665,54614,46564,48361,49422
195,45842,54792,46721,48484,49516
196,45773,54629,46655,48456,49511
197,45371,54105,46247,47896,49076
198,45715,54648,46634,48367,49408
199,45534,54411,46417,48162,49270
200,45553,54464,46464,48260,49282
201,45614,54702,46533,48335,49385
202,45899,54669,46794,48480,49591
203,45755,54773,46724,48402,49516
204,45468,54456,46303,48062,49248
205,45691,54534,46508,48326,49422
206,45873,54601,46716,48441,49527
207,45925,54732,46841,48505,49588
208,45840,54666,46744,48434,49504
209,45661,54716,46584,48306,49501
210,45513,54528,46467,48182,49269
211,45795,54535,46614,48438,49567
212,45612,54340,46485,48195,49297
213,45403,54352,46309,48070,49117
214,45734,54489,46612,48331,49430
215,45560,54735,46501,48236,49371
216,45682,54684,46624,48307,49426
217,45811,54687,46689,48442,49561
218,45826,54621,46738,48520,49635
219,45664,54555,46530,48329,49448
220,45634,54580,46499,48238,49375
221,45585,54440,46491,48231,49433
222,45473,54433,46343,48073,49177
223,45781,54588,46625,48380,49496
224,45794,54651,46635,48448,49524
225,45794,54641,46667,48473,49570
226,45469,54401,46341,48127,49229
227,45775,54842,46687,48340,49435
228,45634,54480,46551,48227,49391
229,45759,54601,46666,48367,49497
230,45994,54927,46869,48612,49734
231,45924,54783,46812,48530,49684
232,45751,54586,46653,48340,49494
233,45659,54494,46535,48278,49496
234,45600,54325,46393,48175,49358
235,45722,54628,46611,48354,49477
236,45437,54728,46384,48125,49242
237,45852,54637,46743,48487,49531
238,45448,54492,46343,48116,49273
239,45999,54857,46909,48676,49804
240,45624,54504,46532,48210,49324
241,45909,54657,46806,48552,49626
242,45672,54976,46637,48327,49507
243,45555,54551,46450,48188,49318
244,45841,54591,46650,48479,49536
245,45913,54793,46843,48568,49659
246,45875,54731,46742,48509,49563
247,45822,54657,46694,48441,49531
248,45788,54569,46739,48426,49539
249,45609,54460,46479,48168,49308
250,45626,54685,46484,48268,49407
251,45580,54475,46449,48178,49375
252,45735,54792,46600,48388,49435
253,45621,54690,46555,48290,49389
254,45677,54788,46611,48376,49481
255,45495,54551,46385,48057,49220
256,45753,54737,46623,48403,49524
257,45678,54529,46590,48330,49436
258,45646,54735,46471,48302,49451
259,45986,54685,46855,48590,49716
260,45872,54901,46718,48541,49702
261,45569,54351,46421,48216,49294
262,45669,54750,46554,48356,49414
263,45710,54768,46600,48378,49533
264,45426,54334,46295,48065,49150
